Order ID,Amount,Profit,Quantity,Category,Sub-Category,Order Date,CustomerName,State,City
B-25691,17.0,-9.0,3.0,Clothing,Stole,2018-10-05,Akancha,Maharashtra,Mumbai
B-25692,141.0,28.0,7.0,Furniture,Furnishings,2018-10-05,Rashmi,Madhya Pradesh,Indore
B-25693,76.0,-72.0,9.0,Clothing,Hankerchief,2018-10-05,Parna,Madhya Pradesh,Bhopal
B-25693,632.0,-80.125,6.0,Clothing,Saree,2018-10-05,Parna,Madhya Pradesh,Bhopal
B-25693,32.0,-16.0,6.0,Clothing,Saree,2018-10-05,Parna,Madhya Pradesh,Bhopal
B-25693,68.0,-30.0,1.0,Electronics,Phones,2018-10-05,Parna,Madhya Pradesh,Bhopal
B-25693,82.0,-39.0,5.0,Clothing,T-shirt,2018-10-05,Parna,Madhya Pradesh,Bhopal
B-25693,72.0,-49.0,1.0,Electronics,Phones,2018-10-05,Parna,Madhya Pradesh,Bhopal
B-25693,13.0,-13.0,2.0,Clothing,Skirt,2018-10-05,Parna,Madhya Pradesh,Bhopal
B-25694,167.0,43.0,7.0,Clothing,T-shirt,2018-10-05,Subhasmita,Rajasthan,Jaipur
B-25695,171.0,14.0,9.0,Clothing,Shirt,2018-10-05,Suhani,West Bengal,Kolkata
B-25696,117.0,-6.0,3.0,Electronics,Phones,2018-10-05,Noopur,Karnataka,Bangalore
B-25696,116.0,-4.0,1.0,Clothing,Saree,2018-10-05,Noopur,Karnataka,Bangalore
B-25696,737.5,80.0,3.0,Electronics,Printers,2018-10-05,Noopur,Karnataka,Bangalore
B-25696,275.0,-80.125,4.0,Clothing,Saree,2018-10-05,Noopur,Karnataka,Bangalore
B-25696,44.0,7.0,3.0,Clothing,Kurti,2018-10-05,Noopur,Karnataka,Bangalore
B-25696,168.0,-9.0,3.0,Clothing,Saree,2018-10-05,Noopur,Karnataka,Bangalore
B-25697,114.0,8.0,3.0,Electronics,Accessories,2018-10-05,Vijay,Jammu and Kashmir,Kashmir
B-25697,737.5,-16.0,8.0,Electronics,Printers,2018-10-05,Vijay,Jammu and Kashmir,Kashmir
B-25697,4.0,-3.0,1.0,Clothing,Skirt,2018-10-05,Vijay,Jammu and Kashmir,Kashmir
B-25697,73.0,-7.0,1.0,Electronics,Phones,2018-10-05,Vijay,Jammu and Kashmir,Kashmir
B-25697,67.0,-42.0,3.0,Clothing,Stole,2018-10-05,Vijay,Jammu and Kashmir,Kashmir
B-25697,322.0,-80.125,5.0,Electronics,Printers,2018-10-05,Vijay,Jammu and Kashmir,Kashmir
B-25697,115.0,-39.0,3.0,Clothing,Trousers,2018-10-05,Vijay,Jammu and Kashmir,Kashmir
B-25698,87.0,-80.125,5.0,Clothing,Kurti,2018-10-05,Amisha,Tamil Nadu,Chennai
B-25698,27.0,-6.0,4.0,Clothing,Hankerchief,2018-10-05,Amisha,Tamil Nadu,Chennai
B-25698,207.0,-80.125,3.0,Clothing,Saree,2018-10-05,Amisha,Tamil Nadu,Chennai
B-25698,516.0,-80.125,8.0,Furniture,Chairs,2018-10-05,Amisha,Tamil Nadu,Chennai
B-25698,7.0,-2.0,1.0,Clothing,Hankerchief,2018-10-05,Amisha,Tamil Nadu,Chennai
B-25698,65.0,-16.0,2.0,Electronics,Phones,2018-10-05,Amisha,Tamil Nadu,Chennai
B-25699,20.0,-22.0,1.0,Furniture,Furnishings,2018-10-05,Kritika,Uttar Pradesh,Lucknow
B-25699,49.0,-31.0,2.0,Clothing,Stole,2018-10-05,Kritika,Uttar Pradesh,Lucknow
B-25699,34.0,-13.0,5.0,Clothing,Leggings,2018-10-05,Kritika,Uttar Pradesh,Lucknow
B-25699,21.0,-5.0,1.0,Electronics,Accessories,2018-10-05,Kritika,Uttar Pradesh,Lucknow
B-25700,129.0,-75.0,5.0,Clothing,Shirt,2018-10-05,Shubhi,Maharashtra,Mumbai
B-25700,44.0,-32.0,3.0,Clothing,Stole,2018-10-05,Shubhi,Maharashtra,Mumbai
B-25700,7.0,-3.0,2.0,Clothing,Hankerchief,2018-10-05,Shubhi,Maharashtra,Mumbai
B-25701,10.0,-8.0,2.0,Clothing,Skirt,2018-10-05,Maithilee,Madhya Pradesh,Indore
B-25701,33.0,-29.0,3.0,Clothing,Shirt,2018-10-05,Maithilee,Madhya Pradesh,Indore
B-25701,98.0,-45.0,2.0,Furniture,Chairs,2018-10-05,Maithilee,Madhya Pradesh,Indore
B-25701,33.0,-12.0,5.0,Clothing,Hankerchief,2018-10-05,Maithilee,Madhya Pradesh,Indore
B-25702,75.0,0.0,3.0,Clothing,Shirt,2018-10-05,Shaily,Maharashtra,Mumbai
B-25702,424.0,-17.0,9.0,Furniture,Chairs,2018-10-05,Shaily,Maharashtra,Mumbai
B-25702,31.0,-3.0,4.0,Clothing,Saree,2018-10-05,Shaily,Maharashtra,Mumbai
B-25702,737.5,-80.125,3.0,Furniture,Tables,2018-10-05,Shaily,Maharashtra,Mumbai
B-25702,306.0,-80.125,3.0,Clothing,Saree,2018-10-05,Shaily,Maharashtra,Mumbai
B-25703,42.0,-23.0,2.0,Furniture,Furnishings,2018-10-05,Ekta,Madhya Pradesh,Indore
B-25703,17.0,-3.0,2.0,Clothing,Stole,2018-10-05,Ekta,Madhya Pradesh,Indore
B-25703,32.0,-5.0,5.0,Clothing,Hankerchief,2018-10-05,Ekta,Madhya Pradesh,Indore
B-25703,231.0,-80.125,9.0,Clothing,Hankerchief,2018-10-05,Ekta,Madhya Pradesh,Indore
B-25703,22.0,-15.0,4.0,Clothing,Kurti,2018-10-05,Ekta,Madhya Pradesh,Indore
B-25703,97.0,-45.0,4.0,Clothing,Saree,2018-10-05,Ekta,Madhya Pradesh,Indore
B-25703,47.0,-27.0,4.0,Clothing,Saree,2018-10-05,Ekta,Madhya Pradesh,Indore
B-25703,186.0,-80.125,9.0,Clothing,Shirt,2018-10-05,Ekta,Madhya Pradesh,Indore
B-25704,126.0,-63.0,3.0,Electronics,Accessories,2018-10-05,Riya,Maharashtra,Mumbai
B-25704,102.0,0.0,3.0,Electronics,Phones,2018-10-05,Riya,Maharashtra,Mumbai
B-25705,46.0,0.0,2.0,Electronics,Electronic Games,2018-10-05,Shweta,Madhya Pradesh,Indore
B-25706,31.0,-11.0,4.0,Clothing,Stole,2018-01-07,Swetlana,Goa,Goa
B-25707,8.0,-6.0,1.0,Clothing,Stole,2018-01-07,Shivani,Maharashtra,Mumbai
B-25708,191.0,13.0,8.0,Furniture,Furnishings,2018-01-07,Kishwar,Madhya Pradesh,Indore
B-25708,709.0,-80.125,5.0,Electronics,Phones,2018-01-07,Kishwar,Madhya Pradesh,Indore
B-25708,81.0,-51.0,7.0,Clothing,Stole,2018-01-07,Kishwar,Madhya Pradesh,Indore
B-25708,32.0,-8.0,2.0,Clothing,Stole,2018-01-07,Kishwar,Madhya Pradesh,Indore
B-25709,33.0,-12.0,7.0,Clothing,Saree,2018-01-07,Aakanksha,Madhya Pradesh,Indore
B-25709,41.0,-6.0,1.0,Furniture,Chairs,2018-01-07,Aakanksha,Madhya Pradesh,Indore
B-25710,216.0,-38.0,6.0,Furniture,Furnishings,2018-05-07,Megha,Maharashtra,Pune
B-25710,616.0,-69.0,7.0,Furniture,Furnishings,2018-05-07,Megha,Maharashtra,Pune
B-25710,10.0,-1.0,1.0,Clothing,Leggings,2018-05-07,Megha,Maharashtra,Pune
B-25710,25.0,0.0,4.0,Clothing,Skirt,2018-05-07,Megha,Maharashtra,Pune
B-25710,53.0,-18.0,4.0,Clothing,T-shirt,2018-05-07,Megha,Maharashtra,Pune
B-25710,13.0,-8.0,1.0,Clothing,T-shirt,2018-05-07,Megha,Maharashtra,Pune
B-25711,100.0,-58.0,4.0,Clothing,Hankerchief,2018-06-07,Sakshi,Madhya Pradesh,Bhopal
B-25712,193.0,-80.125,3.0,Electronics,Phones,2018-07-07,Adhvaita,Rajasthan,Jaipur
B-25713,158.0,-63.0,4.0,Furniture,Chairs,2018-08-07,Raksha,West Bengal,Kolkata
B-25714,11.0,-5.0,2.0,Clothing,Hankerchief,2018-09-07,Stuti,Karnataka,Bangalore
B-25714,340.0,20.0,7.0,Clothing,Shirt,2018-09-07,Stuti,Karnataka,Bangalore
B-25715,416.0,108.875,3.0,Electronics,Phones,2018-10-07,Srishti,Jammu and Kashmir,Kashmir
B-25716,58.0,0.0,4.0,Clothing,Saree,2018-11-07,Surabhi,Tamil Nadu,Chennai
B-25717,561.0,108.875,3.0,Clothing,Saree,2018-12-07,Manshul,Uttar Pradesh,Lucknow
B-25717,138.0,-3.0,5.0,Clothing,Saree,2018-12-07,Manshul,Uttar Pradesh,Lucknow
B-25717,90.0,17.0,3.0,Clothing,Shirt,2018-12-07,Manshul,Uttar Pradesh,Lucknow
B-25717,55.0,-33.0,2.0,Furniture,Chairs,2018-12-07,Manshul,Uttar Pradesh,Lucknow
B-25718,371.0,108.875,1.0,Furniture,Bookcases,2018-12-07,Anjali,Maharashtra,Mumbai
B-25718,460.0,31.0,3.0,Furniture,Bookcases,2018-12-07,Anjali,Maharashtra,Mumbai
B-25719,29.0,10.0,2.0,Clothing,Stole,2018-12-07,Rashmi,Madhya Pradesh,Indore
B-25720,30.0,-35.0,1.0,Furniture,Chairs,2018-10-05,Namrata,Punjab,Chandigarh
B-25721,29.0,-18.0,7.0,Clothing,Skirt,2018-10-05,Anchal,Haryana,Chandigarh
B-25721,191.0,51.0,5.0,Clothing,Shirt,2018-10-05,Anchal,Haryana,Chandigarh
B-25721,149.0,-40.0,2.0,Electronics,Phones,2018-10-05,Anchal,Haryana,Chandigarh
B-25722,48.0,-8.0,8.0,Clothing,Stole,2018-10-05,Inderpreet,Himachal Pradesh,Simla
B-25723,26.0,-24.0,1.0,Clothing,Stole,2018-10-05,Wale,Maharashtra,Mumbai
B-25723,16.0,-12.0,2.0,Clothing,Stole,2018-10-05,Wale,Maharashtra,Mumbai
B-25723,12.0,-7.0,2.0,Clothing,Leggings,2018-10-05,Wale,Maharashtra,Mumbai
B-25723,76.0,-54.0,3.0,Electronics,Electronic Games,2018-10-05,Wale,Maharashtra,Mumbai
B-25724,168.0,-51.0,2.0,Furniture,Bookcases,2018-10-05,Sheetal,Madhya Pradesh,Indore
B-25725,23.0,-5.0,7.0,Clothing,Hankerchief,2018-10-05,Anisha,Nagaland,Kohima
B-25725,26.0,-5.0,2.0,Clothing,Stole,2018-10-05,Anisha,Nagaland,Kohima
B-25725,144.0,-7.0,4.0,Electronics,Electronic Games,2018-10-05,Anisha,Nagaland,Kohima
B-25726,490.0,-80.125,8.0,Furniture,Bookcases,2018-10-05,Kiran,Maharashtra,Mumbai
B-25727,57.0,-48.0,6.0,Clothing,Leggings,2018-10-05,Turumella,Madhya Pradesh,Indore
B-25727,327.0,108.875,4.0,Clothing,Trousers,2018-10-05,Turumella,Madhya Pradesh,Indore
B-25728,737.5,108.875,4.0,Electronics,Printers,2018-10-05,Ameesha,Maharashtra,Pune
B-25728,737.5,-80.125,2.0,Electronics,Phones,2018-10-05,Ameesha,Maharashtra,Pune
B-25728,322.0,-80.125,4.0,Clothing,Saree,2018-10-05,Ameesha,Maharashtra,Pune
B-25729,737.5,-80.125,4.0,Electronics,Phones,2018-10-05,Madhulika,Madhya Pradesh,Bhopal
B-25730,737.5,-80.125,3.0,Electronics,Phones,2018-10-05,Rishabh,Rajasthan,Jaipur
B-25730,473.0,42.0,4.0,Furniture,Chairs,2018-10-05,Rishabh,Rajasthan,Jaipur
B-25730,96.0,22.0,5.0,Clothing,Stole,2018-10-05,Rishabh,Rajasthan,Jaipur
B-25730,18.0,8.0,2.0,Clothing,Hankerchief,2018-10-05,Rishabh,Rajasthan,Jaipur
B-25730,187.0,30.0,4.0,Electronics,Accessories,2018-10-05,Rishabh,Rajasthan,Jaipur
B-25730,83.0,-80.125,3.0,Furniture,Chairs,2018-10-05,Rishabh,Rajasthan,Jaipur
B-25731,131.0,-80.125,8.0,Furniture,Furnishings,2018-10-05,Akash,West Bengal,Kolkata
B-25732,16.0,-5.0,2.0,Clothing,Stole,2018-10-05,Anubhaw,Karnataka,Bangalore
B-25733,43.0,-43.0,7.0,Clothing,Stole,2018-10-05,Dhirajendu,Maharashtra,Mumbai
B-25733,30.0,-10.0,2.0,Clothing,Stole,2018-10-05,Dhirajendu,Maharashtra,Mumbai
B-25733,23.0,-6.0,4.0,Clothing,Hankerchief,2018-10-05,Dhirajendu,Maharashtra,Mumbai
B-25734,108.0,-19.0,3.0,Electronics,Electronic Games,2018-10-05,Pranav,Madhya Pradesh,Indore
B-25735,12.0,-2.0,3.0,Clothing,Hankerchief,2018-10-05,Arindam,Uttar Pradesh,Lucknow
B-25735,7.0,-1.0,2.0,Clothing,Skirt,2018-10-05,Arindam,Uttar Pradesh,Lucknow
B-25735,15.0,-7.0,1.0,Clothing,Hankerchief,2018-10-05,Arindam,Uttar Pradesh,Lucknow
B-25736,31.0,-7.0,5.0,Clothing,Skirt,2018-10-05,Akshat,Maharashtra,Mumbai
B-25737,187.0,-15.0,3.0,Clothing,Trousers,2018-01-08,Shubham,Madhya Pradesh,Indore
B-25738,70.0,-14.0,2.0,Furniture,Furnishings,2018-02-08,Ayush,Punjab,Chandigarh
B-25738,72.0,-6.0,3.0,Clothing,Saree,2018-02-08,Ayush,Punjab,Chandigarh
B-25738,737.5,0.0,6.0,Clothing,Saree,2018-02-08,Ayush,Punjab,Chandigarh
B-25738,148.0,-80.125,2.0,Electronics,Phones,2018-02-08,Ayush,Punjab,Chandigarh
B-25739,133.0,-56.0,2.0,Furniture,Chairs,2018-03-08,Daksh,Haryana,Chandigarh
B-25740,40.0,-37.0,3.0,Clothing,Stole,2018-03-08,Rane,Maharashtra,Mumbai
B-25740,7.0,0.0,2.0,Clothing,Skirt,2018-03-08,Rane,Maharashtra,Mumbai
B-25740,58.0,-8.0,2.0,Clothing,Saree,2018-03-08,Rane,Maharashtra,Mumbai
B-25741,482.0,-6.0,7.0,Electronics,Electronic Games,2018-03-08,Navdeep,Madhya Pradesh,Indore
B-25742,11.0,-8.0,2.0,Clothing,Skirt,2018-03-08,Ashwin,Goa,Goa
B-25743,143.0,-80.125,5.0,Clothing,Saree,2018-07-08,Aman,Nagaland,Kohima
B-25743,9.0,-5.0,1.0,Clothing,Saree,2018-07-08,Aman,Nagaland,Kohima
B-25743,503.0,-56.0,2.0,Clothing,Trousers,2018-07-08,Aman,Nagaland,Kohima
B-25743,74.0,-51.0,3.0,Clothing,Stole,2018-07-08,Aman,Nagaland,Kohima
B-25743,56.0,0.0,4.0,Clothing,Hankerchief,2018-07-08,Aman,Nagaland,Kohima
B-25744,373.0,-80.125,6.0,Electronics,Printers,2018-08-08,Devendra,Andhra Pradesh,Hyderabad
B-25745,44.0,-8.0,3.0,Clothing,Stole,2018-09-08,Kartik,Gujarat,Ahmedabad
B-25745,296.0,-80.125,9.5,Clothing,Saree,2018-09-08,Kartik,Gujarat,Ahmedabad
B-25745,670.0,15.0,5.0,Furniture,Bookcases,2018-09-08,Kartik,Gujarat,Ahmedabad
B-25745,132.0,-79.0,5.0,Furniture,Furnishings,2018-09-08,Kartik,Gujarat,Ahmedabad
B-25746,87.0,16.0,2.0,Clothing,Saree,2018-10-08,Shivam,Maharashtra,Pune
B-25747,737.5,108.875,2.0,Furniture,Bookcases,2018-11-08,Harsh,Madhya Pradesh,Bhopal
B-25748,141.0,10.0,4.0,Clothing,Shirt,2018-12-08,Nitant,Rajasthan,Jaipur
B-25748,224.0,58.0,3.0,Electronics,Phones,2018-12-08,Nitant,Rajasthan,Jaipur
B-25748,8.0,-1.0,2.0,Clothing,Leggings,2018-12-08,Nitant,Rajasthan,Jaipur
B-25748,47.0,-21.0,2.0,Electronics,Electronic Games,2018-12-08,Nitant,Rajasthan,Jaipur
B-25749,737.5,-80.125,3.0,Furniture,Bookcases,2018-10-05,Ayush,Maharashtra,Mumbai
B-25750,212.0,-24.0,2.0,Furniture,Chairs,2018-10-05,Priyanshu,Madhya Pradesh,Indore
B-25750,42.0,-15.0,9.5,Clothing,Skirt,2018-10-05,Priyanshu,Madhya Pradesh,Indore
B-25750,208.0,-25.0,2.0,Clothing,Saree,2018-10-05,Priyanshu,Madhya Pradesh,Indore
B-25750,22.0,-12.0,3.0,Clothing,Stole,2018-10-05,Priyanshu,Madhya Pradesh,Indore
B-25750,539.0,-80.125,7.0,Furniture,Furnishings,2018-10-05,Priyanshu,Madhya Pradesh,Indore
B-25750,78.0,-6.0,2.0,Furniture,Furnishings,2018-10-05,Priyanshu,Madhya Pradesh,Indore
B-25750,20.0,-18.0,2.0,Clothing,Saree,2018-10-05,Priyanshu,Madhya Pradesh,Indore
B-25750,19.0,-1.0,1.0,Clothing,Shirt,2018-10-05,Priyanshu,Madhya Pradesh,Indore
B-25750,73.0,-31.0,1.0,Furniture,Bookcases,2018-10-05,Priyanshu,Madhya Pradesh,Indore
B-25751,10.0,-8.0,1.0,Clothing,Kurti,2018-10-05,Nishant,Maharashtra,Mumbai
B-25751,14.0,-3.0,2.0,Clothing,Leggings,2018-10-05,Nishant,Maharashtra,Mumbai
B-25751,68.0,-56.0,2.0,Electronics,Phones,2018-10-05,Nishant,Maharashtra,Mumbai
B-25751,106.0,0.0,2.0,Electronics,Phones,2018-10-05,Nishant,Maharashtra,Mumbai
B-25751,43.0,-5.0,2.0,Clothing,Saree,2018-10-05,Nishant,Maharashtra,Mumbai
B-25751,43.0,21.0,3.0,Clothing,Shirt,2018-10-05,Nishant,Maharashtra,Mumbai
B-25751,534.0,5.0,2.0,Electronics,Electronic Games,2018-10-05,Nishant,Maharashtra,Mumbai
B-25751,32.0,7.0,3.0,Clothing,Hankerchief,2018-10-05,Nishant,Maharashtra,Mumbai
B-25751,65.0,-4.0,6.0,Clothing,Hankerchief,2018-10-05,Nishant,Maharashtra,Mumbai
B-25751,221.0,-15.0,2.0,Electronics,Electronic Games,2018-10-05,Nishant,Maharashtra,Mumbai
B-25752,737.5,108.875,9.0,Furniture,Bookcases,2018-10-05,Vaibhav,Madhya Pradesh,Indore
B-25752,737.5,108.875,9.0,Electronics,Electronic Games,2018-10-05,Vaibhav,Madhya Pradesh,Indore
B-25752,76.0,27.0,5.0,Clothing,Stole,2018-10-05,Vaibhav,Madhya Pradesh,Indore
B-25752,91.0,15.0,6.0,Clothing,T-shirt,2018-10-05,Vaibhav,Madhya Pradesh,Indore
B-25752,8.0,-2.0,2.0,Clothing,Hankerchief,2018-10-05,Vaibhav,Madhya Pradesh,Indore
B-25752,735.0,-80.125,6.0,Electronics,Printers,2018-10-05,Vaibhav,Madhya Pradesh,Indore
B-25752,33.0,-27.0,1.0,Furniture,Chairs,2018-10-05,Vaibhav,Madhya Pradesh,Indore
B-25753,62.0,-56.0,5.0,Clothing,Kurti,2018-10-05,Shivam,Uttar Pradesh,Lucknow
B-25753,27.0,-20.0,2.0,Clothing,Hankerchief,2018-10-05,Shivam,Uttar Pradesh,Lucknow
B-25753,65.0,-52.0,3.0,Electronics,Accessories,2018-10-05,Shivam,Uttar Pradesh,Lucknow
B-25753,47.0,-80.125,5.0,Furniture,Furnishings,2018-10-05,Shivam,Uttar Pradesh,Lucknow
B-25753,341.0,-80.125,6.0,Clothing,Trousers,2018-10-05,Shivam,Uttar Pradesh,Lucknow
B-25753,107.0,31.0,5.0,Clothing,T-shirt,2018-10-05,Shivam,Uttar Pradesh,Lucknow
B-25753,154.0,22.0,7.0,Clothing,T-shirt,2018-10-05,Shivam,Uttar Pradesh,Lucknow
B-25753,620.0,82.0,6.0,Electronics,Accessories,2018-10-05,Shivam,Uttar Pradesh,Lucknow
B-25753,77.0,-43.0,8.0,Clothing,Stole,2018-10-05,Shivam,Uttar Pradesh,Lucknow
B-25754,72.0,-46.0,7.0,Clothing,Kurti,2018-10-05,Akshay,Bihar,Patna
B-25754,41.0,-14.0,5.0,Clothing,Leggings,2018-10-05,Akshay,Bihar,Patna
B-25754,30.0,-23.0,2.0,Clothing,Saree,2018-10-05,Akshay,Bihar,Patna
B-25754,93.0,-65.0,4.0,Clothing,Stole,2018-10-05,Akshay,Bihar,Patna
B-25754,19.0,0.0,3.0,Clothing,Skirt,2018-10-05,Akshay,Bihar,Patna
B-25754,9.0,-1.0,3.0,Clothing,Skirt,2018-10-05,Akshay,Bihar,Patna
B-25754,319.0,-80.125,5.0,Clothing,Saree,2018-10-05,Akshay,Bihar,Patna
B-25754,262.0,-80.125,2.0,Electronics,Printers,2018-10-05,Akshay,Bihar,Patna
B-25755,37.0,-53.0,3.0,Clothing,Saree,2018-10-05,Shourya,Kerala ,Thiruvananthapuram
B-25755,257.0,-3.0,2.0,Furniture,Bookcases,2018-10-05,Shourya,Kerala ,Thiruvananthapuram
B-25755,80.0,-19.0,5.0,Clothing,Stole,2018-10-05,Shourya,Kerala ,Thiruvananthapuram
B-25755,321.0,-80.125,5.0,Clothing,Saree,2018-10-05,Shourya,Kerala ,Thiruvananthapuram
B-25755,47.0,-3.0,2.0,Clothing,Stole,2018-10-05,Shourya,Kerala ,Thiruvananthapuram
B-25755,593.0,108.875,4.0,Furniture,Bookcases,2018-10-05,Shourya,Kerala ,Thiruvananthapuram
B-25755,134.0,-34.0,2.0,Furniture,Chairs,2018-10-05,Shourya,Kerala ,Thiruvananthapuram
B-25755,737.5,108.875,3.0,Clothing,Trousers,2018-10-05,Shourya,Kerala ,Thiruvananthapuram
B-25755,27.0,4.0,2.0,Clothing,Saree,2018-10-05,Shourya,Kerala ,Thiruvananthapuram
B-25756,465.0,-33.0,4.0,Electronics,Phones,2018-10-05,Mohan,Maharashtra,Mumbai
B-25756,643.0,-45.0,2.0,Electronics,Printers,2018-10-05,Mohan,Maharashtra,Mumbai
B-25756,204.0,-80.125,3.0,Furniture,Bookcases,2018-10-05,Mohan,Maharashtra,Mumbai
B-25756,729.0,-80.125,5.0,Furniture,Bookcases,2018-10-05,Mohan,Maharashtra,Mumbai
B-25756,29.0,-24.0,4.0,Clothing,Leggings,2018-10-05,Mohan,Maharashtra,Mumbai
B-25757,17.0,-13.0,4.0,Clothing,Skirt,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,34.0,-11.0,5.0,Clothing,T-shirt,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,98.0,9.0,2.0,Furniture,Furnishings,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,737.5,-35.0,7.0,Clothing,Trousers,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,53.0,15.0,2.0,Clothing,Stole,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,165.0,30.0,3.0,Clothing,Stole,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,211.0,19.0,8.0,Clothing,Stole,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,106.0,15.0,7.0,Clothing,Hankerchief,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,14.0,5.0,1.0,Clothing,Hankerchief,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,17.0,7.0,3.0,Clothing,Hankerchief,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25757,46.0,14.0,5.0,Clothing,Skirt,2018-10-05,Mohit,Madhya Pradesh,Indore
B-25758,8.0,-2.0,1.0,Clothing,Stole,2018-10-05,Shubham,Himachal Pradesh,Simla
B-25759,20.0,-9.0,6.0,Clothing,Hankerchief,2018-10-05,Soumya,Sikkim,Gangtok
B-25760,322.0,-80.125,5.0,Electronics,Printers,2018-10-05,Pooja,Goa,Goa
B-25761,737.5,108.875,5.0,Furniture,Bookcases,2018-10-05,Surabhi,Maharashtra,Mumbai
B-25761,328.0,-15.0,3.0,Electronics,Electronic Games,2018-10-05,Surabhi,Maharashtra,Mumbai
B-25761,418.0,70.0,7.0,Electronics,Phones,2018-10-05,Surabhi,Maharashtra,Mumbai
B-25761,40.0,0.0,3.0,Clothing,Saree,2018-10-05,Surabhi,Maharashtra,Mumbai
B-25761,102.0,-80.125,1.0,Clothing,Saree,2018-10-05,Surabhi,Maharashtra,Mumbai
B-25761,263.0,-31.0,9.0,Electronics,Electronic Games,2018-10-05,Surabhi,Maharashtra,Mumbai
B-25762,737.5,-80.125,7.0,Electronics,Electronic Games,2018-10-05,Anudeep,Madhya Pradesh,Indore
B-25762,27.0,4.0,3.0,Clothing,Skirt,2018-10-05,Anudeep,Madhya Pradesh,Indore
B-25762,98.0,-5.0,2.0,Clothing,Saree,2018-10-05,Anudeep,Madhya Pradesh,Indore
B-25763,58.0,-52.0,3.0,Furniture,Chairs,2018-10-05,Noshiba,Gujarat,Ahmedabad
B-25764,119.0,43.0,5.0,Clothing,T-shirt,2018-10-05,Sanjova,Maharashtra,Pune
B-25764,737.5,-80.125,2.0,Electronics,Phones,2018-10-05,Sanjova,Maharashtra,Pune
B-25764,26.0,0.0,2.0,Clothing,Kurti,2018-10-05,Sanjova,Maharashtra,Pune
B-25764,24.0,-24.0,2.0,Clothing,Saree,2018-10-05,Sanjova,Maharashtra,Pune
B-25765,139.0,14.0,3.0,Clothing,Stole,2018-10-05,Meghana,Madhya Pradesh,Bhopal
B-25766,220.0,-19.0,2.0,Clothing,Saree,2018-10-05,Surabhi,Rajasthan,Jaipur
B-25767,299.0,-28.0,3.0,Electronics,Electronic Games,2018-10-05,Ashmeet,West Bengal,Kolkata
B-25767,9.0,-9.0,2.0,Clothing,Kurti,2018-10-05,Ashmeet,West Bengal,Kolkata
B-25767,74.0,-59.0,2.0,Electronics,Accessories,2018-10-05,Ashmeet,West Bengal,Kolkata
B-25767,29.0,-3.0,3.0,Clothing,Saree,2018-10-05,Ashmeet,West Bengal,Kolkata
B-25767,48.0,-22.0,2.0,Clothing,Saree,2018-10-05,Ashmeet,West Bengal,Kolkata
B-25768,737.5,-80.125,6.0,Clothing,Trousers,2018-01-09,Shreyoshe,Karnataka,Bangalore
B-25769,355.0,-4.0,2.0,Clothing,Saree,2018-02-09,Surbhi,Maharashtra,Mumbai
B-25770,375.0,108.875,3.0,Furniture,Bookcases,2018-02-09,Sakshi,Madhya Pradesh,Indore
B-25770,299.0,108.875,2.0,Furniture,Bookcases,2018-02-09,Sakshi,Madhya Pradesh,Indore
B-25770,287.0,-80.125,9.5,Furniture,Chairs,2018-02-09,Sakshi,Madhya Pradesh,Indore
B-25770,110.0,35.0,1.0,Furniture,Furnishings,2018-02-09,Sakshi,Madhya Pradesh,Indore
B-25771,148.0,59.0,3.0,Clothing,Hankerchief,2018-02-09,Vaibhavi,Uttar Pradesh,Lucknow
B-25772,737.5,106.0,4.0,Electronics,Printers,2018-02-09,Sanjana,Bihar,Patna
B-25773,248.0,-70.0,3.0,Furniture,Chairs,2018-06-09,Shreya,Kerala ,Thiruvananthapuram
B-25773,85.0,-9.0,4.0,Clothing,Saree,2018-06-09,Shreya,Kerala ,Thiruvananthapuram
B-25773,24.0,-14.0,2.0,Clothing,Saree,2018-06-09,Shreya,Kerala ,Thiruvananthapuram
B-25773,209.0,-21.0,2.0,Electronics,Electronic Games,2018-06-09,Shreya,Kerala ,Thiruvananthapuram
B-25773,224.0,-80.125,3.0,Furniture,Chairs,2018-06-09,Shreya,Kerala ,Thiruvananthapuram
B-25774,38.0,-6.0,2.0,Furniture,Furnishings,2018-07-09,Snehal,Punjab,Chandigarh
B-25775,50.0,-17.0,2.0,Clothing,Stole,2018-08-09,Duhita,Haryana,Chandigarh
B-25776,47.0,-20.0,2.0,Clothing,Kurti,2018-09-09,Mousam,Maharashtra,Mumbai
B-25777,61.0,-25.0,4.0,Electronics,Accessories,2018-10-09,Aditi,Madhya Pradesh,Indore
B-25777,69.0,-67.0,4.0,Clothing,Kurti,2018-10-09,Aditi,Madhya Pradesh,Indore
B-25777,59.0,-46.0,7.0,Clothing,T-shirt,2018-10-09,Aditi,Madhya Pradesh,Indore
